IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,106,8.5399999999999991
47.245.102.156,2096,2096,true,SIN,Asia Pacific,Singapore,131,8.5399999999999991
8.219.84.214,2083,2083,true,HKG,Asia Pacific,Hong Kong,180,8.5299999999999994
8.219.103.126,443,443,true,SIN,Asia Pacific,Singapore,87,8.5299999999999994
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,8.5299999999999994
47.236.249.41,2096,2096,true,SIN,Asia Pacific,Singapore,74,8.5299999999999994
47.91.14.69,2096,2096,true,NRT,Asia Pacific,Tokyo,163,8.5199999999999996
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,88,8.5199999999999996
8.219.172.128,8443,8443,true,SIN,Asia Pacific,Singapore,113,8.5199999999999996
47.245.34.140,2087,2087,true,NRT,Asia Pacific,Tokyo,91,8.5199999999999996
8.219.103.126,443,443,true,SIN,Asia Pacific,Singapore,118,8.5199999999999996
47.245.37.94,2053,2053,true,NRT,Asia Pacific,Tokyo,198,8.5099999999999998
8.219.247.53,2096,2096,true,SIN,Asia Pacific,Singapore,112,8.5099999999999998
47.245.54.197,2083,2083,true,NRT,Asia Pacific,Tokyo,288,8.5099999999999998
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,225,8.5099999999999998
47.91.14.69,2087,2087,true,NRT,Asia Pacific,Tokyo,89,8.5
47.245.84.155,2053,2053,true,SIN,Asia Pacific,Singapore,141,8.5
47.245.28.255,2053,2053,true,NRT,Asia Pacific,Tokyo,258,8.5
47.242.155.183,2087,2087,true,HKG,Asia Pacific,Hong Kong,115,8.5
8.219.60.130,2087,2087,true,SIN,Asia Pacific,Singapore,115,8.5
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,130,8.5
47.245.11.62,2083,2083,true,NRT,Asia Pacific,Tokyo,79,8.4900000000000002
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,8.4900000000000002
47.236.17.165,2083,2083,true,SIN,Asia Pacific,Singapore,74,8.4900000000000002
8.219.113.27,2053,2053,true,SIN,Asia Pacific,Singapore,167,8.4900000000000002
47.245.54.98,2096,2096,true,NRT,Asia Pacific,Tokyo,200,8.4900000000000002
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,8.4900000000000002
8.222.212.116,8443,8443,true,SIN,Asia Pacific,Singapore,51,8.4800000000000004
47.245.94.144,2083,2083,true,SIN,Asia Pacific,Singapore,57,8.4800000000000004
47.236.175.189,2053,2053,true,SIN,Asia Pacific,Singapore,100,8.4800000000000004
8.219.139.13,2083,2083,true,SIN,Asia Pacific,Singapore,74,8.4700000000000006
47.74.40.13,2087,2087,true,NRT,Asia Pacific,Tokyo,165,8.4700000000000006
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,86,8.4700000000000006
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,135,8.4600000000000009
47.74.3.2,2053,2053,true,NRT,Asia Pacific,Tokyo,198,8.4600000000000009
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,47,8.4499999999999993
47.245.26.167,2087,2087,true,NRT,Asia Pacific,Tokyo,182,8.4499999999999993
8.219.148.161,8443,8443,true,SIN,Asia Pacific,Singapore,154,8.4499999999999993
47.91.21.107,2087,2087,true,NRT,Asia Pacific,Tokyo,193,8.4499999999999993
47.245.42.162,2096,2096,true,NRT,Asia Pacific,Tokyo,316,8.4499999999999993
47.74.50.249,8443,8443,true,NRT,Asia Pacific,Tokyo,216,8.4399999999999995
47.245.31.0,2053,2053,true,NRT,Asia Pacific,Tokyo,281,8.4399999999999995
8.222.145.110,2087,2087,true,SIN,Asia Pacific,Singapore,127,8.4399999999999995
8.219.237.250,443,443,true,SIN,Asia Pacific,Singapore,168,8.4399999999999995
47.74.27.94,2053,2053,true,NRT,Asia Pacific,Tokyo,210,8.4299999999999997
47.74.4.47,8443,8443,true,NRT,Asia Pacific,Tokyo,144,8.4299999999999997
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,8.4299999999999997
8.218.204.128,443,443,true,HKG,Asia Pacific,Hong Kong,64,8.4299999999999997
47.74.42.111,8443,8443,true,NRT,Asia Pacific,Tokyo,201,8.4299999999999997
8.219.253.18,2087,2087,true,SIN,Asia Pacific,Singapore,151,8.4299999999999997
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,55,8.4299999999999997
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,160,8.4299999999999997
47.236.161.110,2053,2053,true,SIN,Asia Pacific,Singapore,85,8.4299999999999997
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,110,8.4199999999999999
8.219.170.223,2087,2087,true,SIN,Asia Pacific,Singapore,143,8.4199999999999999
47.245.30.144,2053,2053,true,NRT,Asia Pacific,Tokyo,250,8.4199999999999999
8.222.236.229,2053,2053,true,SIN,Asia Pacific,Singapore,62,8.4199999999999999
8.219.78.222,2083,2083,true,SIN,Asia Pacific,Singapore,82,8.4199999999999999
47.245.39.28,8443,8443,true,NRT,Asia Pacific,Tokyo,250,8.4199999999999999
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,103,8.4199999999999999
47.74.15.120,8443,8443,true,NRT,Asia Pacific,Tokyo,245,8.4199999999999999
47.245.28.255,2096,2096,true,NRT,Asia Pacific,Tokyo,251,8.4199999999999999
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,142,8.4000000000000004
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,84,8.4000000000000004
47.74.13.66,8443,8443,true,NRT,Asia Pacific,Tokyo,165,8.3900000000000006
47.245.8.185,8443,8443,true,NRT,Asia Pacific,Tokyo,164,8.3900000000000006
47.74.52.188,2087,2087,true,NRT,Asia Pacific,Tokyo,171,8.3800000000000008
8.219.217.81,2087,2087,true,SIN,Asia Pacific,Singapore,176,8.3800000000000008
8.219.87.34,2083,2083,true,SIN,Asia Pacific,Singapore,117,8.3800000000000008
47.245.113.117,2053,2053,true,SIN,Asia Pacific,Singapore,69,8.3800000000000008
8.210.250.120,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,8.3800000000000008
47.236.249.41,2053,2053,true,SIN,Asia Pacific,Singapore,69,8.3800000000000008
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,112,8.3699999999999992
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,114,8.3599999999999994
47.74.26.132,2096,2096,true,NRT,Asia Pacific,Tokyo,178,8.3599999999999994
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,145,8.3599999999999994
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,8.3499999999999996
47.74.13.94,8443,8443,true,NRT,Asia Pacific,Tokyo,90,8.3499999999999996
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,126,8.3499999999999996
47.91.23.146,2083,2083,true,NRT,Asia Pacific,Tokyo,85,8.3399999999999999
47.245.118.197,2053,2053,true,SIN,Asia Pacific,Singapore,77,8.3399999999999999
8.219.208.69,2087,2087,true,SIN,Asia Pacific,Singapore,149,8.3399999999999999
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,138,8.3399999999999999
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,92,8.3399999999999999
8.209.214.222,8443,8443,true,NRT,Asia Pacific,Tokyo,124,8.3300000000000001
47.74.45.143,8443,8443,true,NRT,Asia Pacific,Tokyo,150,8.3300000000000001
47.236.198.189,2053,2053,true,SIN,Asia Pacific,Singapore,145,8.3300000000000001
47.74.11.251,2087,2087,true,NRT,Asia Pacific,Tokyo,157,8.3300000000000001
8.219.60.68,443,443,true,SIN,Asia Pacific,Singapore,85,8.3200000000000003
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,143,8.3200000000000003
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,41,8.3200000000000003
8.222.208.38,2053,2053,true,SIN,Asia Pacific,Singapore,105,8.3100000000000005
47.245.53.50,2087,2087,true,NRT,Asia Pacific,Tokyo,133,8.3100000000000005
47.245.11.136,2083,2083,true,NRT,Asia Pacific,Tokyo,182,8.3100000000000005
8.219.238.145,2096,2096,true,SIN,Asia Pacific,Singapore,87,8.3100000000000005
47.245.52.153,2096,2096,true,NRT,Asia Pacific,Tokyo,136,8.3100000000000005
8.219.177.205,8443,8443,true,SIN,Asia Pacific,Singapore,229,8.3000000000000007
8.218.18.132,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,8.3000000000000007
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,102,8.3000000000000007
47.91.16.198,2053,2053,true,NRT,Asia Pacific,Tokyo,164,8.3000000000000007
47.236.193.5,8443,8443,true,SIN,Asia Pacific,Singapore,118,8.2899999999999991
47.245.56.121,2087,2087,true,NRT,Asia Pacific,Tokyo,205,8.2899999999999991
8.219.253.18,2087,2087,true,SIN,Asia Pacific,Singapore,126,8.2899999999999991
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,8.2899999999999991
47.236.144.208,2096,2096,true,SIN,Asia Pacific,Singapore,113,8.2899999999999991
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,86,8.2899999999999991
8.219.249.38,2096,2096,true,SIN,Asia Pacific,Singapore,149,8.2899999999999991
8.218.188.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,8.2799999999999994
47.245.42.162,2053,2053,true,NRT,Asia Pacific,Tokyo,229,8.2799999999999994
47.236.161.155,2096,2096,true,SIN,Asia Pacific,Singapore,56,8.2799999999999994
47.91.31.235,8443,8443,true,NRT,Asia Pacific,Tokyo,149,8.2699999999999996
8.219.141.174,8443,8443,true,SIN,Asia Pacific,Singapore,99,8.2699999999999996
8.219.79.74,2053,2053,true,SIN,Asia Pacific,Singapore,140,8.2699999999999996
8.219.255.171,8443,8443,true,SIN,Asia Pacific,Singapore,48,8.2699999999999996
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,95,8.2699999999999996
8.222.169.182,8443,8443,true,SIN,Asia Pacific,Singapore,149,8.2699999999999996
8.219.193.22,2053,2053,true,SIN,Asia Pacific,Singapore,120,8.2599999999999998
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,57,8.2599999999999998
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,94,8.2599999999999998
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,103,8.25
8.219.173.233,2053,2053,true,SIN,Asia Pacific,Singapore,188,8.25
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,8.25
47.74.41.87,2053,2053,true,NRT,Asia Pacific,Tokyo,196,8.25
47.74.5.99,2096,2096,true,NRT,Asia Pacific,Tokyo,220,8.25
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,160,8.25
8.219.184.92,2087,2087,true,SIN,Asia Pacific,Singapore,137,8.25
47.74.0.183,8443,8443,true,NRT,Asia Pacific,Tokyo,247,8.25
47.74.42.111,2083,2083,true,NRT,Asia Pacific,Tokyo,170,8.2400000000000002
8.222.253.235,2087,2087,true,SIN,Asia Pacific,Singapore,57,8.2400000000000002
8.219.82.35,2087,2087,true,SIN,Asia Pacific,Singapore,142,8.2400000000000002
47.236.169.236,8443,8443,true,SIN,Asia Pacific,Singapore,139,8.2400000000000002
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,101,8.2400000000000002
8.219.84.102,443,443,true,SIN,Asia Pacific,Singapore,88,8.2400000000000002
8.219.145.245,2083,2083,true,SIN,Asia Pacific,Singapore,153,8.2400000000000002
47.74.49.62,2087,2087,true,NRT,Asia Pacific,Tokyo,207,8.2300000000000004
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,115,8.2300000000000004
47.74.37.176,2087,2087,true,NRT,Asia Pacific,Tokyo,211,8.2300000000000004
8.219.142.229,2053,2053,true,SIN,Asia Pacific,Singapore,79,8.2200000000000006
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,8.2200000000000006
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,72,8.2200000000000006
8.219.210.93,2096,2096,true,SIN,Asia Pacific,Singapore,140,8.2200000000000006
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,155,8.2100000000000009
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,131,8.2100000000000009
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,201,8.1999999999999993
47.74.34.135,2087,2087,true,NRT,Asia Pacific,Tokyo,105,8.1899999999999995
47.74.20.69,2053,2053,true,NRT,Asia Pacific,Tokyo,114,8.1899999999999995
47.245.34.36,8443,8443,true,NRT,Asia Pacific,Tokyo,204,8.1899999999999995
47.74.12.139,2096,2096,true,NRT,Asia Pacific,Tokyo,183,8.1799999999999997
8.219.201.174,443,443,true,SIN,Asia Pacific,Singapore,51,8.1799999999999997
8.219.134.117,2087,2087,true,SIN,Asia Pacific,Singapore,96,8.1799999999999997
47.245.102.156,2087,2087,true,SIN,Asia Pacific,Singapore,164,8.1799999999999997
47.245.9.99,2053,2053,true,NRT,Asia Pacific,Tokyo,211,8.1799999999999997
8.219.213.133,2096,2096,true,SIN,Asia Pacific,Singapore,214,8.1799999999999997
47.242.234.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,8.1799999999999997
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,130,8.1799999999999997
47.74.18.121,2096,2096,true,NRT,Asia Pacific,Tokyo,131,8.1799999999999997
47.91.22.115,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.1799999999999997
47.236.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,132,8.1799999999999997
47.245.54.98,2083,2083,true,NRT,Asia Pacific,Tokyo,245,8.1699999999999999
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,112,8.1699999999999999
8.222.249.98,2053,2053,true,SIN,Asia Pacific,Singapore,88,8.1699999999999999
47.245.33.158,8443,8443,true,NRT,Asia Pacific,Tokyo,226,8.1699999999999999
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,141,8.1699999999999999
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,140,8.1600000000000001
8.217.167.88,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,8.1600000000000001
8.219.245.187,2087,2087,true,SIN,Asia Pacific,Singapore,167,8.1600000000000001
47.236.192.198,2087,2087,true,SIN,Asia Pacific,Singapore,119,8.1600000000000001
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,110,8.1600000000000001
8.219.179.34,2096,2096,true,SIN,Asia Pacific,Singapore,246,8.1600000000000001
8.222.211.16,2087,2087,true,SIN,Asia Pacific,Singapore,66,8.1500000000000004
8.219.163.195,2083,2083,true,SIN,Asia Pacific,Singapore,103,8.1400000000000006
47.245.37.37,2053,2053,true,NRT,Asia Pacific,Tokyo,170,8.1400000000000006
47.74.15.120,2053,2053,true,NRT,Asia Pacific,Tokyo,139,8.1400000000000006
8.209.214.157,2053,2053,true,NRT,Asia Pacific,Tokyo,109,8.1300000000000008
47.236.155.170,8443,8443,true,SIN,Asia Pacific,Singapore,104,8.1300000000000008
47.91.21.149,2087,2087,true,NRT,Asia Pacific,Tokyo,104,8.1300000000000008
47.245.87.167,2087,2087,true,SIN,Asia Pacific,Singapore,131,8.1199999999999992
8.219.237.250,2096,2096,true,SIN,Asia Pacific,Singapore,125,8.1199999999999992
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,8.1199999999999992
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,83,8.1099999999999994
8.219.228.193,2087,2087,true,SIN,Asia Pacific,Singapore,113,8.1099999999999994
47.245.14.160,2053,2053,true,NRT,Asia Pacific,Tokyo,265,8.1099999999999994
47.245.4.219,8443,8443,true,NRT,Asia Pacific,Tokyo,224,8.1099999999999994
47.245.82.78,2087,2087,true,SIN,Asia Pacific,Singapore,100,8.1099999999999994
47.245.13.93,2053,2053,true,NRT,Asia Pacific,Tokyo,196,8.0999999999999996
8.222.209.223,2096,0,true,SIN,Asia Pacific,Singapore,3,8.0999999999999996
47.245.30.65,8443,8443,true,NRT,Asia Pacific,Tokyo,238,8.0899999999999999
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,177,8.0899999999999999
47.245.52.240,8443,8443,true,NRT,Asia Pacific,Tokyo,164,8.0899999999999999
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,135,8.0899999999999999
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,18,8.0800000000000001
47.74.49.62,2053,2053,true,NRT,Asia Pacific,Tokyo,162,8.0800000000000001
8.219.191.40,2053,2053,true,SIN,Asia Pacific,Singapore,176,8.0800000000000001
47.74.16.255,2083,2083,true,NRT,Asia Pacific,Tokyo,166,8.0800000000000001
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,119,8.0800000000000001
8.219.209.14,2096,2096,true,SIN,Asia Pacific,Singapore,143,8.0700000000000003
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,109,8.0700000000000003
47.236.23.135,2083,2083,true,SIN,Asia Pacific,Singapore,74,8.0700000000000003
8.219.174.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,214,8.0600000000000005
47.74.13.200,2083,2083,true,NRT,Asia Pacific,Tokyo,164,8.0600000000000005
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,72,8.0600000000000005
47.74.52.104,2053,2053,true,NRT,Asia Pacific,Tokyo,143,8.0500000000000007
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,102,8.0500000000000007
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,67,8.0500000000000007
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,144,8.0500000000000007
8.219.228.193,443,443,true,SIN,Asia Pacific,Singapore,126,8.0500000000000007
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,124,8.0399999999999991
47.236.169.236,2053,2053,true,SIN,Asia Pacific,Singapore,97,8.0299999999999994
47.236.189.173,2087,2087,true,SIN,Asia Pacific,Singapore,48,8.0299999999999994
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,85,8.0299999999999994
8.209.243.137,2087,2087,true,NRT,Asia Pacific,Tokyo,96,8.0299999999999994
8.219.193.22,2096,2096,true,SIN,Asia Pacific,Singapore,178,8.0199999999999996
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,154,8.0199999999999996
8.219.248.170,2096,2096,true,SIN,Asia Pacific,Singapore,108,8.0199999999999996
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,8.0199999999999996
47.91.22.115,2087,2087,true,NRT,Asia Pacific,Tokyo,149,8.0199999999999996
8.218.136.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,8.0099999999999998
47.245.37.37,2087,2087,true,NRT,Asia Pacific,Tokyo,119,8.0099999999999998
8.219.87.34,2053,2053,true,SIN,Asia Pacific,Singapore,44,8.0099999999999998
8.219.107.199,8443,8443,true,SIN,Asia Pacific,Singapore,92,8.0099999999999998
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,13,8.0099999999999998
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,97,8.0099999999999998
8.219.178.101,8443,8443,true,SIN,Asia Pacific,Singapore,93,8.0099999999999998
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,102,8
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,8
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,7.9900000000000002
47.236.11.68,8443,8443,true,SIN,Asia Pacific,Singapore,32,7.9900000000000002
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,115,7.9900000000000002
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,117,7.9800000000000004
47.236.192.198,2053,2053,true,SIN,Asia Pacific,Singapore,146,7.9800000000000004
8.219.253.185,2096,2096,true,SIN,Asia Pacific,Singapore,144,7.9699999999999998
8.217.167.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,93,7.9699999999999998
8.219.173.195,2083,2083,true,SIN,Asia Pacific,Singapore,92,7.9699999999999998
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,143,7.9699999999999998
8.219.126.3,2087,2087,true,SIN,Asia Pacific,Singapore,158,7.96
8.219.73.188,8443,8443,true,SIN,Asia Pacific,Singapore,163,7.96
47.245.55.235,2083,2083,true,NRT,Asia Pacific,Tokyo,147,7.96
47.74.43.24,8443,8443,true,NRT,Asia Pacific,Tokyo,227,7.96
8.219.79.74,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.96
8.219.247.53,2096,2096,true,SIN,Asia Pacific,Singapore,159,7.9500000000000002
8.219.172.128,2053,2053,true,SIN,Asia Pacific,Singapore,127,7.9500000000000002
47.74.26.132,2083,2083,true,NRT,Asia Pacific,Tokyo,155,7.9500000000000002
47.245.57.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,296,7.9500000000000002
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,78,7.9500000000000002
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,56,7.9500000000000002
8.209.241.128,2053,2053,true,NRT,Asia Pacific,Tokyo,74,7.9500000000000002
47.236.166.184,2087,2087,true,SIN,Asia Pacific,Singapore,155,7.9400000000000004
8.219.228.193,2053,2053,true,SIN,Asia Pacific,Singapore,94,7.9400000000000004
47.91.17.102,2083,2083,true,NRT,Asia Pacific,Tokyo,136,7.9400000000000004
8.217.248.220,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,7.9400000000000004
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,7.9299999999999997
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,160,7.9299999999999997
47.91.21.149,8443,8443,true,NRT,Asia Pacific,Tokyo,96,7.9299999999999997
8.219.236.8,2053,2053,true,SIN,Asia Pacific,Singapore,106,7.9299999999999997
47.245.56.207,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.9199999999999999
8.219.151.193,2087,2087,true,SIN,Asia Pacific,Singapore,71,7.9199999999999999
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,121,7.9199999999999999
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,251,7.9199999999999999
8.219.240.141,2087,2087,true,SIN,Asia Pacific,Singapore,144,7.9100000000000001
47.91.15.247,2087,2087,true,NRT,Asia Pacific,Tokyo,162,7.9100000000000001
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,67,7.9100000000000001
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,29,7.9100000000000001
8.219.178.9,2053,2053,true,SIN,Asia Pacific,Singapore,139,7.9100000000000001
47.243.162.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,7.9100000000000001
47.74.27.211,8443,8443,true,NRT,Asia Pacific,Tokyo,183,7.9100000000000001
8.219.242.208,2083,2083,true,SIN,Asia Pacific,Singapore,180,7.9000000000000004
8.219.253.185,8443,8443,true,SIN,Asia Pacific,Singapore,181,7.8899999999999997
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,110,7.8899999999999997
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,110,7.8899999999999997
47.245.37.12,2087,2087,true,NRT,Asia Pacific,Tokyo,189,7.8799999999999999
8.217.167.88,2053,2053,true,HKG,Asia Pacific,Hong Kong,116,7.8799999999999999
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,89,7.8799999999999999
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,7.8700000000000001
47.245.41.169,8443,8443,true,NRT,Asia Pacific,Tokyo,180,7.8700000000000001
8.219.90.87,2087,2087,true,SIN,Asia Pacific,Singapore,128,7.8600000000000003
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,121,7.8600000000000003
47.245.34.140,2083,2083,true,NRT,Asia Pacific,Tokyo,229,7.8600000000000003
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,129,7.8499999999999996
47.245.52.153,8443,8443,true,NRT,Asia Pacific,Tokyo,159,7.8499999999999996
