IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.174.156,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,7.46
47.236.166.184,8443,8443,true,SIN,Asia Pacific,Singapore,79,7.4500000000000002
47.245.37.41,2096,2096,true,NRT,Asia Pacific,Tokyo,109,7.4500000000000002
8.209.215.247,8443,8443,true,NRT,Asia Pacific,Tokyo,141,7.4500000000000002
8.219.90.32,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.4400000000000004
47.245.29.126,2083,2083,true,NRT,Asia Pacific,Tokyo,101,7.4400000000000004
47.245.26.167,2053,2053,true,NRT,Asia Pacific,Tokyo,166,7.4299999999999997
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,119,7.4299999999999997
8.219.170.180,2083,2083,true,SIN,Asia Pacific,Singapore,82,7.4299999999999997
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,140,7.4299999999999997
8.219.251.81,2096,2096,true,SIN,Asia Pacific,Singapore,106,7.4299999999999997
8.219.206.53,2053,2053,true,SIN,Asia Pacific,Singapore,146,7.4199999999999999
47.245.55.99,2087,2087,true,NRT,Asia Pacific,Tokyo,236,7.4199999999999999
8.219.196.117,2087,2087,true,SIN,Asia Pacific,Singapore,219,7.4199999999999999
8.219.195.47,443,443,true,SIN,Asia Pacific,Singapore,140,7.4199999999999999
8.219.230.254,2096,2096,true,SIN,Asia Pacific,Singapore,126,7.4199999999999999
8.219.82.35,2083,2083,true,SIN,Asia Pacific,Singapore,152,7.4199999999999999
47.236.155.170,2087,2087,true,SIN,Asia Pacific,Singapore,79,7.4199999999999999
8.219.90.32,2083,2083,true,SIN,Asia Pacific,Singapore,154,7.4199999999999999
8.219.72.50,2096,2096,true,SIN,Asia Pacific,Singapore,130,7.4100000000000001
47.245.59.243,2087,2087,true,NRT,Asia Pacific,Tokyo,162,7.4100000000000001
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,124,7.4000000000000004
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,7.4000000000000004
8.219.156.148,443,443,true,SIN,Asia Pacific,Singapore,50,7.4000000000000004
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,7.3899999999999997
8.219.241.189,443,443,true,SIN,Asia Pacific,Singapore,153,7.3899999999999997
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,114,7.3899999999999997
47.74.54.33,2087,2087,true,NRT,Asia Pacific,Tokyo,280,7.3899999999999997
8.209.212.5,2083,2083,true,NRT,Asia Pacific,Tokyo,155,7.3799999999999999
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,70,7.3799999999999999
8.219.98.13,2096,2096,true,SIN,Asia Pacific,Singapore,106,7.3799999999999999
8.219.102.252,2087,2087,true,SIN,Asia Pacific,Singapore,71,7.3700000000000001
47.74.5.99,2053,2053,true,NRT,Asia Pacific,Tokyo,208,7.3600000000000003
47.245.32.215,8443,8443,true,NRT,Asia Pacific,Tokyo,199,7.3600000000000003
8.222.187.4,2053,2053,true,SIN,Asia Pacific,Singapore,122,7.3600000000000003
47.74.11.9,2053,2053,true,NRT,Asia Pacific,Tokyo,98,7.3499999999999996
8.219.101.72,2096,2096,true,SIN,Asia Pacific,Singapore,81,7.3499999999999996
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,71,7.3499999999999996
47.245.57.109,2083,2083,true,NRT,Asia Pacific,Tokyo,239,7.3499999999999996
8.222.238.141,8443,8443,true,SIN,Asia Pacific,Singapore,60,7.3499999999999996
47.245.33.158,2096,2096,true,NRT,Asia Pacific,Tokyo,187,7.3499999999999996
47.74.52.188,8443,8443,true,NRT,Asia Pacific,Tokyo,116,7.3499999999999996
47.74.10.135,8443,8443,true,NRT,Asia Pacific,Tokyo,224,7.3399999999999999
8.218.201.73,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,7.3399999999999999
47.91.3.87,2087,2087,true,NRT,Asia Pacific,Tokyo,113,7.3399999999999999
47.91.3.179,8443,8443,true,NRT,Asia Pacific,Tokyo,102,7.3399999999999999
47.91.29.108,2087,2087,true,NRT,Asia Pacific,Tokyo,115,7.3399999999999999
47.236.145.180,2053,2053,true,SIN,Asia Pacific,Singapore,90,7.3399999999999999
47.236.21.51,2096,2096,true,SIN,Asia Pacific,Singapore,56,7.3399999999999999
8.210.250.120,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,7.3300000000000001
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,86,7.3300000000000001
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,138,7.3300000000000001
47.74.54.33,8443,8443,true,NRT,Asia Pacific,Tokyo,221,7.3200000000000003
47.236.4.129,2053,2053,true,SIN,Asia Pacific,Singapore,61,7.3099999999999996
47.74.43.95,2053,2053,true,NRT,Asia Pacific,Tokyo,226,7.3099999999999996
47.74.43.95,8443,8443,true,NRT,Asia Pacific,Tokyo,149,7.3099999999999996
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,7.2999999999999998
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,7.2999999999999998
47.236.104.123,2083,2083,true,SIN,Asia Pacific,Singapore,94,7.2999999999999998
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,84,7.2999999999999998
47.74.16.255,2053,2053,true,NRT,Asia Pacific,Tokyo,200,7.2999999999999998
8.218.105.223,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,7.2999999999999998
8.219.186.189,8443,8443,true,SIN,Asia Pacific,Singapore,150,7.2999999999999998
8.210.151.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,7.29
8.219.82.35,2087,2087,true,SIN,Asia Pacific,Singapore,118,7.2800000000000002
8.219.195.47,2083,2083,true,SIN,Asia Pacific,Singapore,261,7.2800000000000002
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.2800000000000002
8.219.159.232,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.2699999999999996
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,7.2699999999999996
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,129,7.2699999999999996
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,7.2699999999999996
8.219.215.12,2053,2053,true,SIN,Asia Pacific,Singapore,126,7.2699999999999996
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,7.2699999999999996
8.222.190.225,2087,2087,true,SIN,Asia Pacific,Singapore,46,7.2599999999999998
47.245.33.158,2087,2087,true,NRT,Asia Pacific,Tokyo,265,7.2599999999999998
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,152,7.2599999999999998
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,179,7.2599999999999998
47.245.53.101,2083,2083,true,NRT,Asia Pacific,Tokyo,263,7.25
47.74.26.132,2087,2087,true,NRT,Asia Pacific,Tokyo,88,7.25
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,63,7.25
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,7.25
8.222.155.242,2053,2053,true,SIN,Asia Pacific,Singapore,146,7.2400000000000002
8.209.255.195,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,7.2400000000000002
8.209.240.227,2083,2083,true,NRT,Asia Pacific,Tokyo,119,7.2400000000000002
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,7.2300000000000004
47.245.42.210,2096,2096,true,NRT,Asia Pacific,Tokyo,207,7.2300000000000004
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,103,7.2300000000000004
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,7.2199999999999998
8.209.222.31,2083,2083,true,NRT,Asia Pacific,Tokyo,119,7.2199999999999998
47.245.86.18,8443,8443,true,SIN,Asia Pacific,Singapore,148,7.2199999999999998
8.222.209.223,2083,2083,true,SIN,Asia Pacific,Singapore,104,7.2199999999999998
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,191,7.2199999999999998
8.219.186.189,443,443,true,SIN,Asia Pacific,Singapore,210,7.2199999999999998
47.74.45.143,2083,2083,true,NRT,Asia Pacific,Tokyo,220,7.21
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,206,7.21
47.236.165.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,163,7.21
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,7.21
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,7.21
47.74.20.69,2083,2083,true,NRT,Asia Pacific,Tokyo,217,7.2000000000000002
8.209.242.25,2087,2087,true,NRT,Asia Pacific,Tokyo,123,7.2000000000000002
8.219.142.229,2087,2087,true,SIN,Asia Pacific,Singapore,87,7.2000000000000002
47.91.16.198,2083,2083,true,NRT,Asia Pacific,Tokyo,86,7.2000000000000002
8.222.223.34,2053,2053,true,SIN,Asia Pacific,Singapore,78,7.1900000000000004
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,157,7.1799999999999997
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,7.1799999999999997
47.245.10.156,2096,2096,true,NRT,Asia Pacific,Tokyo,153,7.1799999999999997
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.1799999999999997
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,141,7.1799999999999997
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,7.1799999999999997
47.74.9.174,2096,2096,true,NRT,Asia Pacific,Tokyo,113,7.1799999999999997
47.245.28.255,2087,2087,true,NRT,Asia Pacific,Tokyo,222,7.1699999999999999
8.219.84.102,2096,2096,true,SIN,Asia Pacific,Singapore,123,7.1699999999999999
8.219.201.174,2083,2083,true,SIN,Asia Pacific,Singapore,147,7.1699999999999999
8.219.170.180,8443,8443,true,SIN,Asia Pacific,Singapore,137,7.1600000000000001
47.236.7.246,2096,2096,true,SIN,Asia Pacific,Singapore,73,7.1600000000000001
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,7.1600000000000001
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,7.1600000000000001
8.219.217.81,2053,2053,true,SIN,Asia Pacific,Singapore,112,7.1500000000000004
47.245.10.77,2096,2096,true,NRT,Asia Pacific,Tokyo,176,7.1500000000000004
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,35,7.1500000000000004
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,7.1500000000000004
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,141,7.1399999999999997
8.222.191.158,2083,2083,true,SIN,Asia Pacific,Singapore,76,7.1399999999999997
47.245.56.50,2053,2053,true,NRT,Asia Pacific,Tokyo,174,7.1399999999999997
47.74.20.69,8443,8443,true,NRT,Asia Pacific,Tokyo,127,7.1399999999999997
8.217.147.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,77,7.1299999999999999
47.74.10.135,2083,2083,true,NRT,Asia Pacific,Tokyo,281,7.1200000000000001
8.219.102.252,443,443,true,SIN,Asia Pacific,Singapore,114,7.1200000000000001
8.219.196.117,2083,2083,true,SIN,Asia Pacific,Singapore,148,7.1200000000000001
8.218.119.115,443,443,true,HKG,Asia Pacific,Hong Kong,81,7.1200000000000001
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,86,7.1100000000000003
47.74.4.47,2083,2083,true,NRT,Asia Pacific,Tokyo,182,7.1100000000000003
8.219.228.186,8443,8443,true,SIN,Asia Pacific,Singapore,135,7.1100000000000003
8.219.167.113,2096,2096,true,SIN,Asia Pacific,Singapore,112,7.1100000000000003
8.222.140.87,8443,8443,true,SIN,Asia Pacific,Singapore,77,7.1100000000000003
8.219.253.114,2083,2083,true,SIN,Asia Pacific,Singapore,127,7.1100000000000003
8.219.213.133,2096,2096,true,SIN,Asia Pacific,Singapore,76,7.0999999999999996
47.74.18.121,2087,2087,true,NRT,Asia Pacific,Tokyo,218,7.0999999999999996
47.236.11.68,2087,2087,true,SIN,Asia Pacific,Singapore,29,7.0999999999999996
47.74.37.176,2096,2096,true,NRT,Asia Pacific,Tokyo,295,7.0999999999999996
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,7.0999999999999996
8.219.61.52,2096,2096,true,SIN,Asia Pacific,Singapore,83,7.0899999999999999
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,157,7.0899999999999999
8.219.70.117,8443,8443,true,SIN,Asia Pacific,Singapore,132,7.0899999999999999
8.219.240.141,2096,2096,true,SIN,Asia Pacific,Singapore,166,7.0899999999999999
8.222.137.166,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.0899999999999999
8.219.210.93,2083,2083,true,SIN,Asia Pacific,Singapore,92,7.0899999999999999
8.219.106.15,443,443,true,SIN,Asia Pacific,Singapore,57,7.0800000000000001
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,7.0800000000000001
47.74.11.219,8443,8443,true,NRT,Asia Pacific,Tokyo,225,7.0800000000000001
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,8,7.0700000000000003
47.245.40.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,260,7.0499999999999998
47.74.10.135,2096,2096,true,NRT,Asia Pacific,Tokyo,128,7.0499999999999998
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,7.0499999999999998
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,7.04
8.219.63.193,2087,2087,true,SIN,Asia Pacific,Singapore,48,7.04
8.222.137.178,2087,2087,true,SIN,Asia Pacific,Singapore,69,7.04
47.74.42.111,2053,2053,true,NRT,Asia Pacific,Tokyo,135,7.04
47.91.21.149,2053,2053,true,NRT,Asia Pacific,Tokyo,121,7.04
47.74.5.233,2087,2087,true,NRT,Asia Pacific,Tokyo,165,7.04
47.74.26.196,2096,2096,true,HKG,Asia Pacific,Hong Kong,257,7.04
8.209.212.5,2096,2096,true,NRT,Asia Pacific,Tokyo,101,7.0300000000000002
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,205,7.0300000000000002
47.245.54.140,2053,2053,true,NRT,Asia Pacific,Tokyo,139,7.0300000000000002
8.222.136.247,8443,8443,true,SIN,Asia Pacific,Singapore,81,7.0199999999999996
47.91.23.146,8443,8443,true,NRT,Asia Pacific,Tokyo,164,7.0199999999999996
8.219.249.148,2053,2053,true,SIN,Asia Pacific,Singapore,201,7.0099999999999998
47.245.113.12,8443,8443,true,SIN,Asia Pacific,Singapore,69,7.0099999999999998
8.219.253.185,2083,2083,true,HKG,Asia Pacific,Hong Kong,178,7
47.74.26.131,8443,8443,true,NRT,Asia Pacific,Tokyo,109,7
8.219.61.52,2083,2083,true,SIN,Asia Pacific,Singapore,92,7
47.91.21.127,2096,2096,true,NRT,Asia Pacific,Tokyo,138,6.9900000000000002
47.245.33.163,2083,2083,true,NRT,Asia Pacific,Tokyo,228,6.9900000000000002
8.219.77.91,2096,2096,true,SIN,Asia Pacific,Singapore,96,6.9900000000000002
8.219.242.208,8443,8443,true,SIN,Asia Pacific,Singapore,156,6.9900000000000002
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,92,6.9900000000000002
47.245.15.39,8443,8443,true,NRT,Asia Pacific,Tokyo,277,6.9800000000000004
47.74.14.85,2087,2087,true,NRT,Asia Pacific,Tokyo,170,6.9800000000000004
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,6.9800000000000004
8.222.202.163,2083,2083,true,SIN,Asia Pacific,Singapore,52,6.9800000000000004
8.219.174.142,443,443,true,SIN,Asia Pacific,Singapore,189,6.9800000000000004
47.74.11.251,2096,2096,true,NRT,Asia Pacific,Tokyo,190,6.9800000000000004
47.74.34.38,2087,2087,true,NRT,Asia Pacific,Tokyo,207,6.9699999999999998
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,239,6.9699999999999998
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,227,6.9699999999999998
8.219.148.161,2083,2083,true,SIN,Asia Pacific,Singapore,84,6.9699999999999998
47.245.3.137,2053,2053,true,NRT,Asia Pacific,Tokyo,247,6.9699999999999998
47.236.146.249,2053,2053,true,SIN,Asia Pacific,Singapore,122,6.9699999999999998
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,77,6.9699999999999998
47.74.10.100,2083,2083,true,NRT,Asia Pacific,Tokyo,179,6.96
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,6.96
8.222.221.86,2053,2053,true,SIN,Asia Pacific,Singapore,129,6.96
8.219.196.117,2053,2053,true,SIN,Asia Pacific,Singapore,153,6.96
47.74.18.121,2083,2083,true,NRT,Asia Pacific,Tokyo,142,6.96
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,53,6.96
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,66,6.9500000000000002
47.236.94.109,2096,2096,true,SIN,Asia Pacific,Singapore,77,6.9500000000000002
47.74.27.94,8443,8443,true,NRT,Asia Pacific,Tokyo,303,6.9500000000000002
47.236.194.67,2096,2096,true,SIN,Asia Pacific,Singapore,107,6.9400000000000004
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,113,6.9400000000000004
8.210.174.156,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,6.9400000000000004
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,6.9299999999999997
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,140,6.9299999999999997
8.219.253.114,2087,2087,true,SIN,Asia Pacific,Singapore,193,6.9299999999999997
47.74.34.38,2053,2053,true,NRT,Asia Pacific,Tokyo,155,6.9299999999999997
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,6.9199999999999999
47.245.42.210,2053,2053,true,NRT,Asia Pacific,Tokyo,90,6.9199999999999999
8.222.169.182,2087,2087,true,SIN,Asia Pacific,Singapore,35,6.9199999999999999
8.209.241.128,2087,2087,true,NRT,Asia Pacific,Tokyo,78,6.9199999999999999
47.245.52.240,2053,2053,true,NRT,Asia Pacific,Tokyo,136,6.9199999999999999
8.210.9.129,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,6.9100000000000001
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,71,6.9100000000000001
8.209.243.99,2053,2053,true,NRT,Asia Pacific,Tokyo,128,6.9100000000000001
47.91.21.107,2087,2087,true,NRT,Asia Pacific,Tokyo,98,6.9000000000000004
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,52,6.9000000000000004
47.245.110.13,2053,2053,true,SIN,Asia Pacific,Singapore,93,6.9000000000000004
47.251.74.226,443,443,true,LAX,North America,Los Angeles,185,6.9000000000000004
8.222.145.110,2083,2083,true,SIN,Asia Pacific,Singapore,58,6.9000000000000004
47.245.37.98,2087,2087,true,NRT,Asia Pacific,Tokyo,101,6.9000000000000004
8.219.215.12,2053,2053,true,SIN,Asia Pacific,Singapore,143,6.8899999999999997
8.222.153.11,8443,8443,true,NRT,Asia Pacific,Tokyo,168,6.8899999999999997
47.74.16.67,2053,2053,true,NRT,Asia Pacific,Tokyo,195,6.8799999999999999
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,6.8799999999999999
8.222.131.102,8443,8443,true,SIN,Asia Pacific,Singapore,104,6.8700000000000001
47.91.21.107,2096,2096,true,NRT,Asia Pacific,Tokyo,167,6.8600000000000003
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,130,6.8600000000000003
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,151,6.8600000000000003
8.219.93.85,2096,2096,true,SIN,Asia Pacific,Singapore,115,6.8600000000000003
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,118,6.8499999999999996
47.236.193.5,2053,2053,true,SIN,Asia Pacific,Singapore,131,6.8499999999999996
47.91.22.115,2053,2053,true,NRT,Asia Pacific,Tokyo,205,6.8399999999999999
47.74.23.99,2087,2087,true,NRT,Asia Pacific,Tokyo,164,6.8399999999999999
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,140,6.8399999999999999
47.236.130.95,2087,2087,true,SIN,Asia Pacific,Singapore,110,6.8399999999999999
47.236.97.111,2083,2083,true,SIN,Asia Pacific,Singapore,93,6.8399999999999999
8.222.213.221,2087,2087,true,SIN,Asia Pacific,Singapore,115,6.8399999999999999
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,141,6.8200000000000003
8.219.123.244,2087,2087,true,SIN,Asia Pacific,Singapore,170,6.8200000000000003
47.245.115.6,443,443,true,HKG,Asia Pacific,Hong Kong,17,6.8200000000000003
8.222.223.34,2096,2096,true,SIN,Asia Pacific,Singapore,83,6.7999999999999998
8.219.248.47,2096,2096,true,SIN,Asia Pacific,Singapore,92,6.7999999999999998
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,148,6.7999999999999998
47.236.156.14,8443,8443,true,SIN,Asia Pacific,Singapore,100,6.7999999999999998
47.91.14.62,2096,2096,true,NRT,Asia Pacific,Tokyo,109,6.7999999999999998
8.219.188.162,443,443,true,SIN,Asia Pacific,Singapore,146,6.7999999999999998
47.245.58.175,2096,2096,true,NRT,Asia Pacific,Tokyo,191,6.79
8.219.230.254,2053,2053,true,SIN,Asia Pacific,Singapore,122,6.79
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,75,6.7800000000000002
8.219.186.189,2053,2053,true,SIN,Asia Pacific,Singapore,120,6.7800000000000002
47.245.12.179,2053,2053,true,NRT,Asia Pacific,Tokyo,250,6.7800000000000002
47.74.34.73,2053,2053,true,NRT,Asia Pacific,Tokyo,110,6.7699999999999996
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,64,6.7699999999999996
47.74.54.145,2096,2096,true,NRT,Asia Pacific,Tokyo,111,6.7699999999999996
8.222.144.50,2053,2053,true,SIN,Asia Pacific,Singapore,112,6.7599999999999998
47.236.78.57,2087,2087,true,SIN,Asia Pacific,Singapore,86,6.7599999999999998
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,89,6.7599999999999998
47.236.176.144,2053,2053,true,SIN,Asia Pacific,Singapore,107,6.7599999999999998
47.245.84.155,2083,2083,true,SIN,Asia Pacific,Singapore,122,6.7599999999999998
47.91.2.5,2087,2087,true,NRT,Asia Pacific,Tokyo,129,6.7599999999999998
47.236.116.182,2053,2053,true,SIN,Asia Pacific,Singapore,149,6.75
8.222.152.165,8443,8443,true,SIN,Asia Pacific,Singapore,109,6.75
47.236.149.107,2053,2053,true,SIN,Asia Pacific,Singapore,82,6.7400000000000002
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,6.7400000000000002
47.236.123.218,2053,2053,true,SIN,Asia Pacific,Singapore,133,6.7400000000000002
8.219.204.120,2096,2096,true,SIN,Asia Pacific,Singapore,179,6.7300000000000004
47.236.15.73,2087,2087,true,SIN,Asia Pacific,Singapore,95,6.7300000000000004
47.236.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,149,6.7300000000000004
47.245.32.215,2053,2053,true,NRT,Asia Pacific,Tokyo,194,6.7300000000000004
47.74.7.51,2096,2096,true,NRT,Asia Pacific,Tokyo,110,6.7300000000000004
47.236.172.41,2087,2087,true,SIN,Asia Pacific,Singapore,58,6.7199999999999998
47.236.173.200,2053,2053,true,SIN,Asia Pacific,Singapore,62,6.7199999999999998
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,148,6.7199999999999998
8.219.178.9,2083,2083,true,SIN,Asia Pacific,Singapore,120,6.71
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,6.71
8.219.53.222,2083,2083,true,SIN,Asia Pacific,Singapore,82,6.71
47.245.15.39,2053,2053,true,NRT,Asia Pacific,Tokyo,251,6.71
8.219.134.63,2083,2083,true,SIN,Asia Pacific,Singapore,49,6.71
8.219.139.86,8443,8443,true,SIN,Asia Pacific,Singapore,110,6.7000000000000002
8.219.228.157,2083,2083,true,SIN,Asia Pacific,Singapore,161,6.6900000000000004
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,110,6.6900000000000004
47.236.176.144,2083,2083,true,SIN,Asia Pacific,Singapore,95,6.6799999999999997
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,6.6799999999999997
8.219.210.93,2087,2087,true,SIN,Asia Pacific,Singapore,105,6.6799999999999997
8.219.251.81,2096,2096,true,SIN,Asia Pacific,Singapore,146,6.6799999999999997
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,6.6699999999999999
47.245.37.89,2096,2096,true,NRT,Asia Pacific,Tokyo,192,6.6699999999999999
47.236.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,144,6.6699999999999999
8.219.188.162,8443,8443,true,SIN,Asia Pacific,Singapore,109,6.6699999999999999
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,6.6699999999999999
8.219.140.229,2087,2087,true,SIN,Asia Pacific,Singapore,113,6.6600000000000001
47.245.56.50,2083,2083,true,NRT,Asia Pacific,Tokyo,224,6.6600000000000001
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,6.6600000000000001
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,65,6.6600000000000001
8.219.210.226,2053,2053,true,SIN,Asia Pacific,Singapore,125,6.6600000000000001
8.222.187.107,2083,2083,true,SIN,Asia Pacific,Singapore,94,6.6600000000000001
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,6.6500000000000004
47.91.3.179,2087,2087,true,NRT,Asia Pacific,Tokyo,111,6.6500000000000004
47.74.15.117,8443,8443,true,NRT,Asia Pacific,Tokyo,183,6.6500000000000004
8.219.73.188,2096,2096,true,SIN,Asia Pacific,Singapore,148,6.6500000000000004
8.219.179.34,2087,2087,true,SIN,Asia Pacific,Singapore,126,6.6500000000000004
47.74.13.66,2083,2083,true,NRT,Asia Pacific,Tokyo,110,6.6500000000000004
8.219.240.160,2096,2096,true,SIN,Asia Pacific,Singapore,112,6.6500000000000004
47.245.34.140,2053,2053,true,NRT,Asia Pacific,Tokyo,95,6.6500000000000004
47.236.169.15,2087,2087,true,SIN,Asia Pacific,Singapore,72,6.6500000000000004
8.222.164.44,2053,2053,true,SIN,Asia Pacific,Singapore,61,6.6500000000000004
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,72,6.6500000000000004
47.245.13.93,2083,2083,true,NRT,Asia Pacific,Tokyo,108,6.6399999999999997
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,109,6.6399999999999997
47.236.99.131,2083,2083,true,SIN,Asia Pacific,Singapore,78,6.6399999999999997
8.219.191.40,2083,2083,true,SIN,Asia Pacific,Singapore,160,6.6399999999999997
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,113,6.6399999999999997
47.236.171.20,2096,2096,true,SIN,Asia Pacific,Singapore,142,6.6399999999999997
8.219.103.57,2087,2087,true,SIN,Asia Pacific,Singapore,166,6.6399999999999997
47.74.39.194,8443,8443,true,NRT,Asia Pacific,Tokyo,202,6.6299999999999999
8.219.156.148,8443,8443,true,SIN,Asia Pacific,Singapore,103,6.6299999999999999
47.245.33.56,8443,8443,true,NRT,Asia Pacific,Tokyo,180,6.6200000000000001
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,166,6.6200000000000001
